1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
13,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,15
13,50,50,51,50,50,50,50,51,50,50,51,50,50,50,50,51,51,50,50,51,50,50,50,51,50,50,51,50,15
13,48,48,48,4,26,26,26,5,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,15
13,48,48,48,15,0,0,0,13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,15,0,0,0,13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,16,2,2,2,17,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,57,40,28,40,59,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,49,50,50,50,50,50,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,49,42,42,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,49,42,48,48,48,48,49,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,15
13,48,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
13,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15
25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27
